final_name,batch
FUSCCTNBC138.WBC,batch_19
FUSCCTNBC140.WBC,batch_3
FUSCCTNBC140.WBC,batch_3
FUSCCTNBC142.WBC,batch_30
FUSCCTNBC142.WBC,batch_30
FUSCCTNBC143.WBC,batch_7
FUSCCTNBC143.WBC,batch_7
FUSCCTNBC146.WBC,batch_3
FUSCCTNBC146.WBC,batch_3
FUSCCTNBC147.WBC,batch_12
FUSCCTNBC147.WBC,batch_12
FUSCCTNBC148.WBC,batch_12
FUSCCTNBC148.WBC,batch_12
FUSCCTNBC149.WBC,batch_7
FUSCCTNBC149.WBC,batch_7
FUSCCTNBC150.WBC,batch_7
FUSCCTNBC150.WBC,batch_7
FUSCCTNBC152.WBC,batch_7
FUSCCTNBC152.WBC,batch_7
FUSCCTNBC155.WBC,batch_17_2
FUSCCTNBC155.WBC,batch_17_2
FUSCCTNBC156.WBC,batch_3
FUSCCTNBC156.WBC,batch_3
FUSCCTNBC158.WBC,batch_3
FUSCCTNBC158.WBC,batch_3
FUSCCTNBC159.WBC,batch_19
FUSCCTNBC159.WBC,batch_19
FUSCCTNBC160.WBC,batch_3
FUSCCTNBC160.WBC,batch_3
FUSCCTNBC161.WBC,batch_12
FUSCCTNBC161.WBC,batch_12
FUSCCTNBC166.WBC,batch_13
FUSCCTNBC166.WBC,batch_13
FUSCCTNBC168.WBC,batch_17_2
FUSCCTNBC168.WBC,batch_17_2
FUSCCTNBC170.WBC,batch_7
FUSCCTNBC170.WBC,batch_7
FUSCCTNBC171.WBC,batch_7
FUSCCTNBC171.WBC,batch_7
FUSCCTNBC173.WBC,batch_3
FUSCCTNBC173.WBC,batch_3
FUSCCTNBC174.WBC,batch_3
FUSCCTNBC174.WBC,batch_3
FUSCCTNBC175.WBC,batch_7
FUSCCTNBC175.WBC,batch_7
FUSCCTNBC176.WBC,batch_7
FUSCCTNBC176.WBC,batch_7
FUSCCTNBC177.WBC,batch_7
FUSCCTNBC177.WBC,batch_7
FUSCCTNBC178.WBC,batch_10
FUSCCTNBC178.WBC,batch_10
FUSCCTNBC179.WBC,batch_13
FUSCCTNBC179.WBC,batch_13
FUSCCTNBC181.WBC,batch_3
FUSCCTNBC181.WBC,batch_3
FUSCCTNBC183.WBC,batch_13
FUSCCTNBC183.WBC,batch_13
FUSCCTNBC184.WBC,batch_10
FUSCCTNBC184.WBC,batch_10
FUSCCTNBC186.WBC,batch_28
FUSCCTNBC186.WBC,batch_28
FUSCCTNBC188.WBC,batch_13
FUSCCTNBC188.WBC,batch_13
FUSCCTNBC190.WBC,batch_13
FUSCCTNBC190.WBC,batch_13
FUSCCTNBC194.WBC,batch_10
FUSCCTNBC194.WBC,batch_10
FUSCCTNBC195.WBC,batch_10
FUSCCTNBC195.WBC,batch_10
FUSCCTNBC196.WBC,batch_13
FUSCCTNBC196.WBC,batch_13
FUSCCTNBC197.WBC,batch_13
FUSCCTNBC197.WBC,batch_13
FUSCCTNBC198.WBC,batch_19
FUSCCTNBC198.WBC,batch_19
FUSCCTNBC201.WBC,batch_19
FUSCCTNBC201.WBC,batch_19
FUSCCTNBC202.WBC,batch_13
FUSCCTNBC202.WBC,batch_13
FUSCCTNBC203.WBC,batch_5
FUSCCTNBC203.WBC,batch_5
FUSCCTNBC204.WBC,batch_13
FUSCCTNBC204.WBC,batch_13
FUSCCTNBC205.WBC,batch_13
FUSCCTNBC205.WBC,batch_13
FUSCCTNBC211.WBC,batch_28
FUSCCTNBC211.WBC,batch_28
FUSCCTNBC212.WBC,batch_10
FUSCCTNBC212.WBC,batch_10
FUSCCTNBC214.WBC,batch_13
FUSCCTNBC214.WBC,batch_13
FUSCCTNBC215.WBC,batch_10
FUSCCTNBC215.WBC,batch_10
FUSCCTNBC216.WBC,batch_19
FUSCCTNBC216.WBC,batch_19
FUSCCTNBC220.WBC,batch_10
FUSCCTNBC220.WBC,batch_10
FUSCCTNBC223.WBC,batch_28
FUSCCTNBC223.WBC,batch_28
FUSCCTNBC225.WBC,batch_20
FUSCCTNBC225.WBC,batch_20
FUSCCTNBC227.WBC,batch_4
FUSCCTNBC227.WBC,batch_4
FUSCCTNBC228.WBC,batch_4
FUSCCTNBC228.WBC,batch_4
FUSCCTNBC230.WBC,batch_4
FUSCCTNBC230.WBC,batch_4
FUSCCTNBC233.WBC,batch_29
FUSCCTNBC233.WBC,batch_29
FUSCCTNBC234.WBC,batch_4
FUSCCTNBC234.WBC,batch_4
FUSCCTNBC235.WBC,batch_22
FUSCCTNBC235.WBC,batch_22
FUSCCTNBC236.WBC,batch_29
FUSCCTNBC236.WBC,batch_29
FUSCCTNBC237.WBC,batch_30
FUSCCTNBC237.WBC,batch_30
FUSCCTNBC238.WBC,batch_4
FUSCCTNBC238.WBC,batch_4
FUSCCTNBC239.WBC,batch_6
FUSCCTNBC239.WBC,batch_6
FUSCCTNBC240.WBC,batch_6
FUSCCTNBC240.WBC,batch_6
FUSCCTNBC244.WBC,batch_6
FUSCCTNBC244.WBC,batch_6
FUSCCTNBC245.WBC,batch_6
FUSCCTNBC245.WBC,batch_6
FUSCCTNBC246.WBC,batch_29
FUSCCTNBC246.WBC,batch_29
FUSCCTNBC247.WBC,batch_6
FUSCCTNBC247.WBC,batch_6
FUSCCTNBC249.WBC,batch_29
FUSCCTNBC249.WBC,batch_29
FUSCCTNBC250.WBC,batch_13
FUSCCTNBC250.WBC,batch_13
FUSCCTNBC251.WBC,batch_6
FUSCCTNBC251.WBC,batch_6
FUSCCTNBC252.WBC,batch_6
FUSCCTNBC252.WBC,batch_6
FUSCCTNBC254.WBC,batch_6
FUSCCTNBC254.WBC,batch_6
FUSCCTNBC255.WBC,batch_6
FUSCCTNBC255.WBC,batch_6
FUSCCTNBC256.WBC,batch_6
FUSCCTNBC256.WBC,batch_6
FUSCCTNBC257.WBC,batch_29
FUSCCTNBC257.WBC,batch_29
FUSCCTNBC258.WBC,batch_6
FUSCCTNBC258.WBC,batch_6
FUSCCTNBC259.WBC,batch_29
FUSCCTNBC259.WBC,batch_29
FUSCCTNBC260.WBC,batch_6
FUSCCTNBC260.WBC,batch_6
FUSCCTNBC261.WBC,batch_6
FUSCCTNBC261.WBC,batch_6
FUSCCTNBC262.WBC,batch_6
FUSCCTNBC262.WBC,batch_6
FUSCCTNBC263.WBC,batch_6
FUSCCTNBC263.WBC,batch_6
FUSCCTNBC264.WBC,batch_29
FUSCCTNBC264.WBC,batch_29
FUSCCTNBC265.WBC,batch_20
FUSCCTNBC265.WBC,batch_20
FUSCCTNBC266.WBC,batch_6
FUSCCTNBC266.WBC,batch_6
FUSCCTNBC267.WBC,batch_6
FUSCCTNBC267.WBC,batch_6
FUSCCTNBC268.WBC,batch_29
FUSCCTNBC268.WBC,batch_29
FUSCCTNBC270.WBC,batch_29
FUSCCTNBC270.WBC,batch_29
FUSCCTNBC271.WBC,batch_6
FUSCCTNBC271.WBC,batch_6
FUSCCTNBC272.WBC,batch_20
FUSCCTNBC272.WBC,batch_20
FUSCCTNBC273.WBC,batch_20
FUSCCTNBC273.WBC,batch_20
FUSCCTNBC276.WBC,batch_8
FUSCCTNBC276.WBC,batch_8
FUSCCTNBC280.WBC,batch_13
FUSCCTNBC280.WBC,batch_13
FUSCCTNBC282.WBC,batch_20
FUSCCTNBC282.WBC,batch_20
FUSCCTNBC285.WBC,batch_8
FUSCCTNBC285.WBC,batch_8
FUSCCTNBC289.WBC,batch_29
FUSCCTNBC289.WBC,batch_29
FUSCCTNBC290.WBC,batch_8
FUSCCTNBC290.WBC,batch_8
FUSCCTNBC291.WBC,batch_8
FUSCCTNBC291.WBC,batch_8
FUSCCTNBC292.WBC,batch_8
FUSCCTNBC292.WBC,batch_8
FUSCCTNBC293.WBC,batch_22
FUSCCTNBC293.WBC,batch_22
FUSCCTNBC295.WBC,batch_14
FUSCCTNBC295.WBC,batch_14
FUSCCTNBC296.WBC,batch_8
FUSCCTNBC296.WBC,batch_8
FUSCCTNBC297.WBC,batch_14
FUSCCTNBC297.WBC,batch_14
FUSCCTNBC298.WBC,batch_8
FUSCCTNBC298.WBC,batch_8
FUSCCTNBC301.WBC,batch_22_2
FUSCCTNBC301.WBC,batch_22_2
FUSCCTNBC305.WBC,batch_8
FUSCCTNBC305.WBC,batch_8
FUSCCTNBC306.WBC,batch_8
FUSCCTNBC306.WBC,batch_8
FUSCCTNBC308.WBC,batch_8
FUSCCTNBC308.WBC,batch_8
FUSCCTNBC309.WBC,batch_20
FUSCCTNBC309.WBC,batch_20
FUSCCTNBC310.WBC,batch_8
FUSCCTNBC310.WBC,batch_8
FUSCCTNBC313.WBC,batch_20
FUSCCTNBC313.WBC,batch_20
FUSCCTNBC317.WBC,batch_8
FUSCCTNBC317.WBC,batch_8
FUSCCTNBC320.WBC,batch_8
FUSCCTNBC320.WBC,batch_8
FUSCCTNBC321.WBC,batch_14
FUSCCTNBC321.WBC,batch_14
FUSCCTNBC324.WBC,batch_14
FUSCCTNBC324.WBC,batch_14
FUSCCTNBC325.WBC,batch_9
FUSCCTNBC325.WBC,batch_9
FUSCCTNBC328.WBC,batch_20
FUSCCTNBC328.WBC,batch_20
FUSCCTNBC329.WBC,batch_22
FUSCCTNBC329.WBC,batch_22
FUSCCTNBC330.WBC,batch_9
FUSCCTNBC330.WBC,batch_9
FUSCCTNBC331.WBC,batch_29
FUSCCTNBC331.WBC,batch_29
FUSCCTNBC335.WBC,batch_29
FUSCCTNBC335.WBC,batch_29
FUSCCTNBC337.WBC,batch_29
FUSCCTNBC337.WBC,batch_29
FUSCCTNBC339.WBC,batch_9
FUSCCTNBC339.WBC,batch_9
FUSCCTNBC340.WBC,batch_20
FUSCCTNBC340.WBC,batch_20
FUSCCTNBC341.WBC,batch_14
FUSCCTNBC341.WBC,batch_14
FUSCCTNBC344.WBC,batch_20
FUSCCTNBC344.WBC,batch_20
FUSCCTNBC346.WBC,batch_20
FUSCCTNBC346.WBC,batch_20
FUSCCTNBC349.WBC,batch_14
FUSCCTNBC349.WBC,batch_14
FUSCCTNBC350.WBC,batch_14
FUSCCTNBC350.WBC,batch_14
FUSCCTNBC351.WBC,batch_14
FUSCCTNBC351.WBC,batch_14
FUSCCTNBC356.WBC,batch_21
FUSCCTNBC356.WBC,batch_21
FUSCCTNBC359.WBC,batch_14
FUSCCTNBC359.WBC,batch_14
FUSCCTNBC368.WBC,batch_21
FUSCCTNBC368.WBC,batch_21
FUSCCTNBC370.WBC,batch_14
FUSCCTNBC370.WBC,batch_14
FUSCCTNBC374.WBC,batch_14
FUSCCTNBC374.WBC,batch_14
FUSCCTNBC376.WBC,batch_9
FUSCCTNBC376.WBC,batch_9
FUSCCTNBC380.WBC,batch_29
FUSCCTNBC380.WBC,batch_29
FUSCCTNBC383.WBC,batch_9
FUSCCTNBC383.WBC,batch_9
FUSCCTNBC385.WBC,batch_9
FUSCCTNBC385.WBC,batch_9
FUSCCTNBC386.WBC,batch_29
FUSCCTNBC386.WBC,batch_29
FUSCCTNBC387.WBC,batch_9
FUSCCTNBC387.WBC,batch_9
FUSCCTNBC389.WBC,batch_9
FUSCCTNBC389.WBC,batch_9
FUSCCTNBC390.WBC,batch_21
FUSCCTNBC390.WBC,batch_21
FUSCCTNBC391.WBC,batch_9
FUSCCTNBC391.WBC,batch_9
FUSCCTNBC392.WBC,batch_11
FUSCCTNBC392.WBC,batch_11
FUSCCTNBC393.WBC,batch_14
FUSCCTNBC393.WBC,batch_14
FUSCCTNBC395.WBC,batch_29
FUSCCTNBC395.WBC,batch_29
FUSCCTNBC397.WBC,batch_11
FUSCCTNBC397.WBC,batch_11
FUSCCTNBC399.WBC,batch_11
FUSCCTNBC399.WBC,batch_11
FUSCCTNBC400.WBC,batch_29
FUSCCTNBC400.WBC,batch_29
FUSCCTNBC401.WBC,batch_11
FUSCCTNBC401.WBC,batch_11
FUSCCTNBC402.WBC,batch_11
FUSCCTNBC402.WBC,batch_11
FUSCCTNBC403.WBC,batch_29
FUSCCTNBC403.WBC,batch_29
FUSCCTNBC404.WBC,batch_11
FUSCCTNBC404.WBC,batch_11
FUSCCTNBC405.WBC,batch_11
FUSCCTNBC405.WBC,batch_11
FUSCCTNBC406.WBC,batch_21
FUSCCTNBC406.WBC,batch_21
FUSCCTNBC410.WBC,batch_31
FUSCCTNBC410.WBC,batch_31
FUSCCTNBC414.WBC,batch_21
FUSCCTNBC414.WBC,batch_21
FUSCCTNBC415.WBC,batch_11
FUSCCTNBC415.WBC,batch_11
FUSCCTNBC416.WBC,batch_11
FUSCCTNBC416.WBC,batch_11
FUSCCTNBC418.WBC,batch_11
FUSCCTNBC418.WBC,batch_11
FUSCCTNBC420.WBC,batch_10
FUSCCTNBC420.WBC,batch_10
FUSCCTNBC421.WBC,batch_10
FUSCCTNBC421.WBC,batch_10
FUSCCTNBC422.WBC,batch_11
FUSCCTNBC422.WBC,batch_11
FUSCCTNBC423.WBC,batch_11
FUSCCTNBC423.WBC,batch_11
FUSCCTNBC424.WBC,batch_11
FUSCCTNBC424.WBC,batch_11
FUSCCTNBC425.WBC,batch_31
FUSCCTNBC425.WBC,batch_31
FUSCCTNBC427.WBC,batch_11
FUSCCTNBC427.WBC,batch_11
FUSCCTNBC428.WBC,batch_21
FUSCCTNBC428.WBC,batch_21
FUSCCTNBC430.WBC,batch_18
FUSCCTNBC430.WBC,batch_18
FUSCCTNBC431.WBC,batch_18
FUSCCTNBC431.WBC,batch_18
FUSCCTNBC432.WBC,batch_31
FUSCCTNBC432.WBC,batch_31
FUSCCTNBC434.WBC,batch_31
FUSCCTNBC434.WBC,batch_31
FUSCCTNBC435.WBC,batch_18
FUSCCTNBC435.WBC,batch_18
FUSCCTNBC436.WBC,batch_31
FUSCCTNBC436.WBC,batch_31
FUSCCTNBC437.WBC,batch_18
FUSCCTNBC437.WBC,batch_18
FUSCCTNBC438.WBC,batch_31
FUSCCTNBC438.WBC,batch_31
FUSCCTNBC440.WBC,batch_18
FUSCCTNBC440.WBC,batch_18
FUSCCTNBC441.WBC,batch_18
FUSCCTNBC441.WBC,batch_18
FUSCCTNBC442.WBC,batch_31
FUSCCTNBC442.WBC,batch_31
FUSCCTNBC443.WBC,batch_18
FUSCCTNBC443.WBC,batch_18
FUSCCTNBC446.WBC,batch_18
FUSCCTNBC446.WBC,batch_18
FUSCCTNBC447.WBC,batch_18
FUSCCTNBC447.WBC,batch_18
FUSCCTNBC448.WBC,batch_21
FUSCCTNBC448.WBC,batch_21
FUSCCTNBC451.WBC,batch_31
FUSCCTNBC451.WBC,batch_31
FUSCCTNBC452.WBC,batch_31
FUSCCTNBC452.WBC,batch_31
FUSCCTNBC453.WBC,batch_31
FUSCCTNBC453.WBC,batch_31
FUSCCTNBC456.WBC,batch_31
FUSCCTNBC456.WBC,batch_31
FUSCCTNBC457.WBC,batch_31
FUSCCTNBC457.WBC,batch_31
FUSCCTNBC458.WBC,batch_31
FUSCCTNBC458.WBC,batch_31
FUSCCTNBC460.WBC,batch_31
FUSCCTNBC460.WBC,batch_31
FUSCCTNBC461.WBC,batch_31
FUSCCTNBC461.WBC,batch_31
FUSCCTNBC463.WBC,batch_31
FUSCCTNBC463.WBC,batch_31
FUSCCTNBC464.WBC,batch_31
FUSCCTNBC464.WBC,batch_31
FUSCCTNBC465.WBC,batch_31
FUSCCTNBC465.WBC,batch_31
FUSCCTNBC467.WBC,batch_31
FUSCCTNBC467.WBC,batch_31
FUSCCTNBC468.WBC,batch_30
FUSCCTNBC468.WBC,batch_30
FUSCCTNBC469.WBC,batch_30
FUSCCTNBC469.WBC,batch_30
FUSCCTNBC471.WBC,batch_30
FUSCCTNBC471.WBC,batch_30
